t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp
0.063;0.002;0.159;0.00202;0.15741;0.063;0.003;0.159;0.00297;0.159;0.063;0.004;0.159;0.004;0.16059;0.063;0.005;0.159;0.00505;0.16059;0.063;0.006;0.159;0.00606;0.15741;0.063;0.159;0.002;0.15741;0.00198;0.063;0.159;0.003;0.15741;0.00297;0.063;0.159;0.004;0.16059;0.00404;0.063;0.159;0.005;0.159;0.005;0.063;0.159;0.006;0.16059;0.006
0.064;0.002;0.159;0.00198;0.159;0.064;0.003;0.159;0.00297;0.159;0.064;0.004;0.159;0.00396;0.159;0.064;0.005;0.159;0.00505;0.159;0.064;0.006;0.159;0.00606;0.16059;0.064;0.159;0.002;0.159;0.00198;0.064;0.159;0.003;0.159;0.00297;0.064;0.159;0.004;0.16059;0.00396;0.064;0.159;0.005;0.15741;0.005;0.064;0.159;0.006;0.15741;0.00606
0.065;0.002;0.159;0.00198;0.15741;0.065;0.003;0.159;0.00303;0.159;0.065;0.004;0.159;0.00404;0.16059;0.065;0.005;0.159;0.005;0.159;0.065;0.006;0.159;0.006;0.15741;0.065;0.159;0.002;0.16059;0.00202;0.065;0.159;0.003;0.159;0.003;0.065;0.159;0.004;0.159;0.00404;0.065;0.159;0.005;0.15741;0.00505;0.065;0.159;0.006;0.15741;0.00594
0.066;0.002;0.159;0.002;0.15741;0.066;0.003;0.159;0.00303;0.15741;0.066;0.004;0.159;0.00404;0.159;0.066;0.005;0.159;0.005;0.16059;0.066;0.006;0.159;0.00594;0.15741;0.066;0.159;0.002;0.15741;0.002;0.066;0.159;0.003;0.159;0.00303;0.066;0.159;0.004;0.159;0.00396;0.066;0.159;0.005;0.15741;0.005;0.066;0.159;0.006;0.15741;0.00594
0.067;0.002;0.159;0.002;0.159;0.067;0.003;0.159;0.00303;0.159;0.067;0.004;0.159;0.00396;0.16059;0.067;0.005;0.159;0.00495;0.16059;0.067;0.006;0.159;0.00606;0.16059;0.067;0.159;0.002;0.159;0.002;0.067;0.159;0.003;0.15741;0.00297;0.067;0.159;0.004;0.16059;0.004;0.067;0.159;0.005;0.159;0.00495;0.067;0.159;0.006;0.16059;0.00594
0.068;0.002;0.159;0.00198;0.159;0.068;0.003;0.159;0.00303;0.159;0.068;0.004;0.159;0.00404;0.16059;0.068;0.005;0.159;0.005;0.159;0.068;0.006;0.159;0.006;0.15741;0.068;0.159;0.002;0.15741;0.00202;0.068;0.159;0.003;0.16059;0.00297;0.068;0.159;0.004;0.15741;0.004;0.068;0.159;0.005;0.159;0.00495;0.068;0.159;0.006;0.159;0.00594
0.069;0.002;0.159;0.00198;0.15741;0.069;0.003;0.159;0.003;0.16059;0.069;0.004;0.159;0.00396;0.16059;0.069;0.005;0.159;0.005;0.159;0.069;0.006;0.159;0.00606;0.16059;0.069;0.159;0.002;0.15741;0.00198;0.069;0.159;0.003;0.15741;0.003;0.069;0.159;0.004;0.16059;0.00396;0.069;0.159;0.005;0.16059;0.00495;0.069;0.159;0.006;0.159;0.00606
0.07;0.002;0.159;0.00202;0.159;0.07;0.003;0.159;0.003;0.16059;0.07;0.004;0.159;0.00404;0.15741;0.07;0.005;0.159;0.005;0.16059;0.07;0.006;0.159;0.00606;0.16059;0.07;0.159;0.002;0.16059;0.00198;0.07;0.159;0.003;0.16059;0.00297;0.07;0.159;0.004;0.159;0.00396;0.07;0.159;0.005;0.159;0.005;0.07;0.159;0.006;0.15741;0.006
0.071;0.002;0.159;0.00202;0.159;0.071;0.003;0.159;0.003;0.159;0.071;0.004;0.159;0.004;0.15741;0.071;0.005;0.159;0.00505;0.159;0.071;0.006;0.159;0.00594;0.15741;0.071;0.159;0.002;0.159;0.00198;0.071;0.159;0.003;0.159;0.003;0.071;0.159;0.004;0.16059;0.004;0.071;0.159;0.005;0.15741;0.005;0.071;0.159;0.006;0.159;0.00606
0.072;0.002;0.159;0.002;0.15741;0.072;0.003;0.159;0.00297;0.159;0.072;0.004;0.159;0.00396;0.16059;0.072;0.005;0.159;0.00505;0.16059;0.072;0.006;0.159;0.00594;0.15741;0.072;0.159;0.002;0.15741;0.002;0.072;0.159;0.003;0.159;0.003;0.072;0.159;0.004;0.16059;0.00404;0.072;0.159;0.005;0.16059;0.00505;0.072;0.159;0.006;0.16059;0.006
0.073;0.002;0.159;0.00202;0.15741;0.073;0.003;0.159;0.00297;0.16059;0.073;0.004;0.159;0.004;0.15741;0.073;0.005;0.159;0.00505;0.159;0.073;0.006;0.159;0.006;0.15741;0.073;0.159;0.002;0.159;0.002;0.073;0.159;0.003;0.16059;0.003;0.073;0.159;0.004;0.159;0.00404;0.073;0.159;0.005;0.15741;0.005;0.073;0.159;0.006;0.15741;0.00594
0.074;0.002;0.159;0.002;0.15741;0.074;0.003;0.159;0.003;0.16059;0.074;0.004;0.159;0.00404;0.15741;0.074;0.005;0.159;0.00495;0.15741;0.074;0.006;0.159;0.006;0.16059;0.074;0.159;0.002;0.15741;0.002;0.074;0.159;0.003;0.16059;0.003;0.074;0.159;0.004;0.16059;0.00396;0.074;0.159;0.005;0.159;0.005;0.074;0.159;0.006;0.16059;0.006
0.075;0.002;0.159;0.00198;0.15741;0.075;0.003;0.159;0.003;0.159;0.075;0.004;0.159;0.00404;0.15741;0.075;0.005;0.159;0.00495;0.16059;0.075;0.006;0.159;0.00594;0.15741;0.075;0.159;0.002;0.16059;0.00202;0.075;0.159;0.003;0.16059;0.00303;0.075;0.159;0.004;0.159;0.004;0.075;0.159;0.005;0.159;0.00495;0.075;0.159;0.006;0.15741;0.006
0.076;0.002;0.159;0.002;0.15741;0.076;0.003;0.159;0.003;0.159;0.076;0.004;0.159;0.00396;0.15741;0.076;0.005;0.159;0.005;0.159;0.076;0.006;0.159;0.00606;0.15741;0.076;0.159;0.002;0.159;0.00202;0.076;0.159;0.003;0.15741;0.003;0.076;0.159;0.004;0.16059;0.00404;0.076;0.159;0.005;0.15741;0.005;0.076;0.159;0.006;0.159;0.00606
0.077;0.002;0.159;0.00198;0.15741;0.077;0.003;0.159;0.00297;0.16059;0.077;0.004;0.159;0.00404;0.16059;0.077;0.005;0.159;0.00505;0.159;0.077;0.006;0.159;0.00594;0.159;0.077;0.159;0.002;0.16059;0.00202;0.077;0.159;0.003;0.15741;0.003;0.077;0.159;0.004;0.159;0.00396;0.077;0.159;0.005;0.159;0.00505;0.077;0.159;0.006;0.15741;0.00594
0.078;0.002;0.159;0.00198;0.15741;0.078;0.003;0.159;0.003;0.15741;0.078;0.004;0.159;0.004;0.159;0.078;0.005;0.159;0.00505;0.16059;0.078;0.006;0.159;0.00606;0.159;0.078;0.159;0.002;0.15741;0.00202;0.078;0.159;0.003;0.16059;0.00297;0.078;0.159;0.004;0.16059;0.004;0.078;0.159;0.005;0.15741;0.00505;0.078;0.159;0.006;0.16059;0.00606
0.079;0.002;0.159;0.00202;0.159;0.079;0.003;0.159;0.00303;0.16059;0.079;0.004;0.159;0.00404;0.16059;0.079;0.005;0.159;0.005;0.15741;0.079;0.006;0.159;0.00606;0.159;0.079;0.159;0.002;0.16059;0.00202;0.079;0.159;0.003;0.15741;0.00303;0.079;0.159;0.004;0.159;0.004;0.079;0.159;0.005;0.159;0.005;0.079;0.159;0.006;0.16059;0.00594
0.08;0.002;0.159;0.00198;0.159;0.08;0.003;0.159;0.00303;0.15741;0.08;0.004;0.159;0.00404;0.16059;0.08;0.005;0.159;0.00505;0.159;0.08;0.005;0.158;0.005;0.15958;0.08;0.159;0.002;0.15741;0.002;0.08;0.159;0.003;0.15741;0.00303;0.08;0.159;0.004;0.159;0.004;0.08;0.159;0.005;0.16059;0.00495;0.08;0.158;0.005;0.15958;0.00495
0.081;0.002;0.159;0.00198;0.159;0.081;0.003;0.159;0.00297;0.16059;0.081;0.004;0.159;0.00404;0.16059;0.081;0.005;0.159;0.00505;0.16059;0.081;0.005;0.158;0.00505;0.158;0.081;0.159;0.002;0.15741;0.00202;0.081;0.159;0.003;0.16059;0.003;0.081;0.159;0.004;0.159;0.004;0.081;0.159;0.005;0.15741;0.00505;0.081;0.158;0.005;0.15642;0.00505
0.082;0.002;0.159;0.00202;0.15741;0.082;0.003;0.159;0.00303;0.159;0.082;0.004;0.159;0.00396;0.15741;0.082;0.005;0.159;0.00495;0.15741;0.082;0.005;0.158;0.005;0.15958;0.082;0.159;0.002;0.15741;0.00198;0.082;0.159;0.003;0.15741;0.00297;0.082;0.159;0.004;0.15741;0.004;0.082;0.159;0.005;0.15741;0.00505;0.082;0.158;0.005;0.15642;0.00495
0.083;0.002;0.159;0.00202;0.159;0.083;0.003;0.159;0.00297;0.15741;0.083;0.004;0.159;0.00396;0.15741;0.083;0.005;0.159;0.005;0.15741;0.083;0.005;0.158;0.00505;0.15958;0.083;0.159;0.002;0.159;0.00198;0.083;0.159;0.003;0.16059;0.00303;0.083;0.159;0.004;0.159;0.004;0.083;0.159;0.005;0.16059;0.00505;0.083;0.158;0.005;0.158;0.005
0.084;0.002;0.159;0.00202;0.159;0.084;0.003;0.159;0.003;0.15741;0.084;0.004;0.159;0.004;0.16059;0.084;0.005;0.159;0.00505;0.15741;0.084;0.005;0.158;0.005;0.158;0.084;0.159;0.002;0.15741;0.00198;0.084;0.159;0.003;0.16059;0.00303;0.084;0.159;0.004;0.159;0.004;0.084;0.159;0.005;0.16059;0.00495;0.084;0.158;0.005;0.158;0.00495
0.085;0.002;0.159;0.002;0.15741;0.085;0.003;0.159;0.00303;0.15741;0.085;0.004;0.159;0.00404;0.15741;0.085;0.005;0.159;0.00495;0.159;0.085;0.005;0.158;0.00495;0.15958;0.085;0.159;0.002;0.16059;0.00198;0.085;0.159;0.003;0.16059;0.00303;0.085;0.159;0.004;0.159;0.00396;0.085;0.159;0.005;0.16059;0.00505;0.085;0.158;0.005;0.158;0.00495
0.086;0.002;0.159;0.00198;0.15741;0.086;0.003;0.159;0.00297;0.16059;0.086;0.004;0.159;0.00404;0.16059;0.086;0.005;0.159;0.00505;0.16059;0.086;0.005;0.158;0.00505;0.15958;0.086;0.159;0.002;0.15741;0.00198;0.086;0.159;0.003;0.15741;0.00297;0.086;0.159;0.004;0.159;0.004;0.086;0.159;0.005;0.159;0.00495;0.086;0.158;0.005;0.158;0.00505
0.087;0.002;0.159;0.002;0.159;0.087;0.003;0.159;0.00303;0.159;0.087;0.004;0.159;0.00404;0.159;0.087;0.005;0.159;0.00505;0.15741;0.087;0.005;0.158;0.00495;0.158;0.087;0.159;0.002;0.159;0.00202;0.087;0.159;0.003;0.16059;0.00297;0.087;0.159;0.004;0.159;0.004;0.087;0.159;0.005;0.16059;0.00505;0.087;0.158;0.005;0.158;0.005
0.088;0.002;0.159;0.002;0.159;0.088;0.003;0.159;0.00297;0.15741;0.088;0.004;0.159;0.00396;0.159;0.088;0.005;0.159;0.005;0.159;0.088;0.005;0.158;0.00505;0.158;0.088;0.159;0.002;0.15741;0.00202;0.088;0.159;0.003;0.16059;0.00303;0.088;0.159;0.004;0.159;0.00404;0.088;0.159;0.005;0.15741;0.00505;0.088;0.158;0.005;0.15958;0.005
0.089;0.002;0.159;0.00202;0.16059;0.089;0.003;0.159;0.00297;0.15741;0.089;0.004;0.159;0.00396;0.16059;0.089;0.005;0.159;0.00505;0.159;0.089;0.005;0.158;0.00495;0.15958;0.089;0.159;0.002;0.15741;0.002;0.089;0.159;0.003;0.15741;0.003;0.089;0.159;0.004;0.159;0.00404;0.089;0.159;0.005;0.16059;0.00495;0.089;0.158;0.005;0.158;0.005
0.09;0.002;0.159;0.002;0.159;0.09;0.003;0.159;0.00297;0.16059;0.09;0.004;0.159;0.00404;0.159;0.09;0.005;0.159;0.005;0.15741;0.09;0.005;0.158;0.00495;0.15958;0.09;0.159;0.002;0.16059;0.002;0.09;0.159;0.003;0.159;0.00297;0.09;0.159;0.004;0.15741;0.004;0.09;0.159;0.005;0.16059;0.00505;0.09;0.158;0.005;0.15642;0.005
0.091;0.002;0.159;0.00202;0.15741;0.091;0.003;0.159;0.00297;0.159;0.091;0.004;0.159;0.00396;0.15741;0.091;0.005;0.159;0.005;0.159;0.091;0.005;0.158;0.00505;0.15642;0.091;0.159;0.002;0.15741;0.00202;0.091;0.159;0.003;0.159;0.00303;0.091;0.159;0.004;0.16059;0.004;0.091;0.159;0.005;0.16059;0.00495;0.091;0.158;0.005;0.15642;0.005
0.092;0.002;0.159;0.00202;0.15741;0.092;0.003;0.159;0.00303;0.16059;0.092;0.004;0.159;0.004;0.16059;0.092;0.005;0.159;0.00495;0.15741;0.092;0.005;0.158;0.00505;0.15642;0.092;0.159;0.002;0.16059;0.002;0.092;0.159;0.003;0.159;0.00303;0.092;0.159;0.004;0.159;0.00396;0.092;0.159;0.005;0.16059;0.00505;0.092;0.158;0.005;0.15958;0.00505
0.093;0.002;0.159;0.00202;0.16059;0.093;0.003;0.159;0.00297;0.16059;0.093;0.004;0.159;0.004;0.16059;0.093;0.005;0.159;0.00495;0.159;0.093;0.005;0.158;0.00495;0.15642;0.093;0.159;0.002;0.16059;0.00198;0.093;0.159;0.003;0.16059;0.00297;0.093;0.159;0.004;0.15741;0.00404;0.093;0.159;0.005;0.15741;0.005;0.093;0.158;0.005;0.158;0.00505
0.094;0.002;0.159;0.00198;0.159;0.094;0.003;0.159;0.00303;0.159;0.094;0.004;0.159;0.004;0.15741;0.094;0.005;0.159;0.00505;0.159;0.094;0.005;0.158;0.005;0.15642;0.094;0.159;0.002;0.16059;0.002;0.094;0.159;0.003;0.15741;0.003;0.094;0.159;0.004;0.15741;0.00404;0.094;0.159;0.005;0.15741;0.00505;0.094;0.158;0.005;0.158;0.00505
0.095;0.002;0.159;0.00198;0.159;0.095;0.003;0.159;0.00297;0.159;0.095;0.004;0.159;0.00404;0.15741;0.095;0.004;0.158;0.004;0.15642;0.095;0.005;0.158;0.005;0.158;0.095;0.159;0.002;0.15741;0.00202;0.095;0.159;0.003;0.15741;0.00297;0.095;0.159;0.004;0.16059;0.004;0.095;0.158;0.004;0.15642;0.00404;0.095;0.158;0.005;0.15958;0.00505
0.096;0.002;0.159;0.002;0.159;0.096;0.003;0.159;0.00297;0.159;0.096;0.004;0.159;0.00404;0.16059;0.096;0.004;0.158;0.00404;0.158;0.096;0.005;0.158;0.00495;0.15958;0.096;0.159;0.002;0.15741;0.00198;0.096;0.159;0.003;0.159;0.003;0.096;0.159;0.004;0.159;0.004;0.096;0.158;0.004;0.15642;0.00396;0.096;0.158;0.005;0.15642;0.00495
0.097;0.002;0.159;0.002;0.16059;0.097;0.003;0.159;0.00297;0.15741;0.097;0.004;0.159;0.00396;0.159;0.097;0.004;0.158;0.00396;0.15642;0.097;0.005;0.158;0.00505;0.158;0.097;0.159;0.002;0.15741;0.00198;0.097;0.159;0.003;0.15741;0.003;0.097;0.159;0.004;0.159;0.004;0.097;0.158;0.004;0.15958;0.004;0.097;0.158;0.005;0.15642;0.005
0.098;0.002;0.159;0.002;0.159;0.098;0.003;0.159;0.003;0.15741;0.098;0.004;0.159;0.004;0.16059;0.098;0.004;0.158;0.004;0.15958;0.098;0.005;0.158;0.00495;0.15642;0.098;0.159;0.002;0.16059;0.00198;0.098;0.159;0.003;0.159;0.00297;0.098;0.159;0.004;0.15741;0.00396;0.098;0.158;0.004;0.15642;0.00404;0.098;0.158;0.005;0.15958;0.005
0.099;0.002;0.159;0.002;0.159;0.099;0.003;0.159;0.003;0.16059;0.099;0.004;0.159;0.00404;0.159;0.099;0.004;0.158;0.004;0.158;0.099;0.005;0.158;0.00505;0.15642;0.099;0.159;0.002;0.15741;0.00198;0.099;0.159;0.003;0.159;0.00297;0.099;0.159;0.004;0.15741;0.004;0.099;0.158;0.004;0.15642;0.00396;0.099;0.158;0.005;0.15642;0.005
0.1;0.002;0.159;0.00202;0.15741;0.1;0.003;0.159;0.00297;0.16059;0.1;0.004;0.159;0.00404;0.159;0.1;0.004;0.158;0.00396;0.15958;0.1;0.005;0.158;0.00505;0.158;0.1;0.159;0.002;0.15741;0.00198;0.1;0.159;0.003;0.16059;0.00297;0.1;0.159;0.004;0.159;0.00396;0.1;0.158;0.004;0.15958;0.004;0.1;0.158;0.005;0.15958;0.00505
0.101;0.002;0.159;0.00198;0.16059;0.101;0.003;0.159;0.00297;0.15741;0.101;0.004;0.159;0.00404;0.16059;0.101;0.004;0.158;0.00396;0.15958;0.101;0.005;0.158;0.00505;0.158;0.101;0.159;0.002;0.159;0.00202;0.101;0.159;0.003;0.15741;0.003;0.101;0.159;0.004;0.159;0.00404;0.101;0.158;0.004;0.15958;0.004;0.101;0.158;0.005;0.15958;0.00505
0.102;0.002;0.159;0.00198;0.15741;0.102;0.003;0.159;0.00303;0.16059;0.102;0.004;0.159;0.00396;0.16059;0.102;0.004;0.158;0.00396;0.15642;0.102;0.005;0.158;0.00495;0.158;0.102;0.159;0.002;0.15741;0.00202;0.102;0.159;0.003;0.159;0.003;0.102;0.159;0.004;0.15741;0.00396;0.102;0.158;0.004;0.158;0.004;0.102;0.158;0.005;0.15958;0.005
0.103;0.002;0.159;0.002;0.15741;0.103;0.003;0.159;0.003;0.159;0.103;0.004;0.159;0.00396;0.16059;0.103;0.004;0.158;0.004;0.15958;0.103;0.005;0.158;0.00495;0.158;0.103;0.159;0.002;0.159;0.00202;0.103;0.159;0.003;0.15741;0.003;0.103;0.159;0.004;0.15741;0.00404;0.103;0.158;0.004;0.158;0.00404;0.103;0.158;0.005;0.158;0.00495
0.104;0.002;0.159;0.00198;0.16059;0.104;0.003;0.159;0.003;0.15741;0.104;0.004;0.159;0.00404;0.16059;0.104;0.004;0.158;0.00396;0.15642;0.104;0.005;0.158;0.005;0.158;0.104;0.159;0.002;0.159;0.00202;0.104;0.159;0.003;0.159;0.00297;0.104;0.159;0.004;0.15741;0.00396;0.104;0.158;0.004;0.15958;0.004;0.104;0.158;0.005;0.15642;0.00495
0.105;0.002;0.159;0.002;0.16059;0.105;0.003;0.159;0.003;0.159;0.105;0.004;0.159;0.00404;0.16059;0.105;0.004;0.158;0.00396;0.15958;0.105;0.005;0.158;0.005;0.15642;0.105;0.159;0.002;0.159;0.00202;0.105;0.159;0.003;0.16059;0.00297;0.105;0.159;0.004;0.15741;0.004;0.105;0.158;0.004;0.15642;0.00404;0.105;0.158;0.005;0.15958;0.00505
0.106;0.002;0.159;0.00202;0.16059;0.106;0.003;0.159;0.00297;0.15741;0.106;0.004;0.159;0.00404;0.16059;0.106;0.004;0.158;0.004;0.15958;0.106;0.005;0.158;0.005;0.15642;0.106;0.159;0.002;0.15741;0.00202;0.106;0.159;0.003;0.159;0.00303;0.106;0.159;0.004;0.16059;0.00404;0.106;0.158;0.004;0.158;0.00396;0.106;0.158;0.005;0.158;0.00505
0.107;0.002;0.159;0.00198;0.15741;0.107;0.003;0.159;0.003;0.16059;0.107;0.004;0.159;0.00396;0.16059;0.107;0.004;0.158;0.00404;0.15958;0.107;0.005;0.158;0.00495;0.15958;0.107;0.159;0.002;0.15741;0.00202;0.107;0.159;0.003;0.15741;0.003;0.107;0.159;0.004;0.15741;0.00404;0.107;0.158;0.004;0.15642;0.00396;0.107;0.158;0.005;0.158;0.00505
0.108;0.002;0.159;0.002;0.15741;0.108;0.003;0.159;0.00303;0.159;0.108;0.004;0.159;0.004;0.16059;0.108;0.004;0.158;0.00404;0.15642;0.108;0.005;0.158;0.00505;0.158;0.108;0.159;0.002;0.15741;0.00202;0.108;0.159;0.003;0.159;0.003;0.108;0.159;0.004;0.15741;0.004;0.108;0.158;0.004;0.15958;0.004;0.108;0.158;0.005;0.158;0.00505
0.109;0.002;0.159;0.002;0.159;0.109;0.003;0.159;0.00297;0.159;0.109;0.004;0.159;0.004;0.159;0.109;0.004;0.158;0.00396;0.15642;0.109;0.005;0.158;0.00505;0.158;0.109;0.159;0.002;0.15741;0.002;0.109;0.159;0.003;0.16059;0.00297;0.109;0.159;0.004;0.159;0.004;0.109;0.158;0.004;0.158;0.00396;0.109;0.158;0.005;0.15642;0.005
0.11;0.002;0.159;0.00198;0.15741;0.11;0.003;0.159;0.00297;0.15741;0.11;0.004;0.159;0.004;0.15741;0.11;0.004;0.158;0.00396;0.15958;0.11;0.005;0.158;0.005;0.158;0.11;0.159;0.002;0.16059;0.002;0.11;0.159;0.003;0.16059;0.003;0.11;0.159;0.004;0.159;0.00404;0.11;0.158;0.004;0.15958;0.004;0.11;0.158;0.005;0.15958;0.00495
0.111;0.002;0.159;0.00198;0.15741;0.111;0.003;0.159;0.00297;0.15741;0.111;0.004;0.159;0.00404;0.159;0.111;0.004;0.158;0.004;0.158;0.111;0.005;0.158;0.00505;0.15958;0.111;0.159;0.002;0.15741;0.00198;0.111;0.159;0.003;0.159;0.003;0.111;0.159;0.004;0.159;0.004;0.111;0.158;0.004;0.15642;0.00396;0.111;0.158;0.005;0.15958;0.00505
0.112;0.002;0.159;0.00202;0.16059;0.112;0.003;0.159;0.003;0.159;0.112;0.004;0.159;0.004;0.159;0.112;0.004;0.158;0.004;0.15642;0.112;0.005;0.158;0.005;0.15642;0.112;0.159;0.002;0.16059;0.00198;0.112;0.159;0.003;0.16059;0.00297;0.112;0.159;0.004;0.16059;0.004;0.112;0.158;0.004;0.15642;0.00404;0.112;0.158;0.005;0.15958;0.00495
0.113;0.002;0.159;0.002;0.159;0.113;0.003;0.159;0.003;0.159;0.113;0.004;0.159;0.00404;0.16059;0.113;0.004;0.158;0.00404;0.15958;0.113;0.005;0.158;0.00505;0.15642;0.113;0.159;0.002;0.15741;0.00198;0.113;0.159;0.003;0.15741;0.00303;0.113;0.159;0.004;0.16059;0.00396;0.113;0.158;0.004;0.158;0.00404;0.113;0.158;0.005;0.15958;0.00505
0.114;0.002;0.159;0.00202;0.159;0.114;0.003;0.159;0.00303;0.159;0.114;0.004;0.159;0.00396;0.16059;0.114;0.004;0.158;0.004;0.158;0.114;0.005;0.158;0.00505;0.158;0.114;0.159;0.002;0.159;0.00202;0.114;0.159;0.003;0.16059;0.00303;0.114;0.159;0.004;0.15741;0.004;0.114;0.158;0.004;0.15642;0.004;0.114;0.158;0.005;0.158;0.005
0.115;0.002;0.159;0.002;0.16059;0.115;0.003;0.159;0.003;0.16059;0.115;0.004;0.159;0.004;0.16059;0.115;0.004;0.158;0.004;0.15958;0.115;0.005;0.158;0.00505;0.158;0.115;0.159;0.002;0.16059;0.00202;0.115;0.159;0.003;0.159;0.00303;0.115;0.159;0.004;0.16059;0.004;0.115;0.158;0.004;0.15642;0.004;0.115;0.158;0.005;0.15958;0.005
0.116;0.002;0.159;0.00198;0.159;0.116;0.003;0.159;0.00297;0.159;0.116;0.004;0.159;0.00404;0.159;0.116;0.004;0.158;0.004;0.158;0.116;0.005;0.158;0.00495;0.15958;0.116;0.159;0.002;0.159;0.002;0.116;0.159;0.003;0.16059;0.00297;0.116;0.159;0.004;0.159;0.00396;0.116;0.158;0.004;0.15642;0.004;0.116;0.158;0.005;0.15642;0.005
0.117;0.002;0.159;0.00202;0.159;0.117;0.003;0.159;0.003;0.15741;0.117;0.004;0.159;0.004;0.159;0.117;0.004;0.158;0.00404;0.158;0.117;0.005;0.158;0.005;0.15958;0.117;0.159;0.002;0.16059;0.00198;0.117;0.159;0.003;0.159;0.00303;0.117;0.159;0.004;0.16059;0.00396;0.117;0.158;0.004;0.158;0.004;0.117;0.158;0.005;0.158;0.005
0.118;0.002;0.159;0.00202;0.159;0.118;0.003;0.159;0.003;0.16059;0.118;0.003;0.158;0.00303;0.15958;0.118;0.004;0.158;0.00396;0.158;0.118;0.005;0.158;0.005;0.15958;0.118;0.159;0.002;0.15741;0.00198;0.118;0.159;0.003;0.159;0.00297;0.118;0.158;0.003;0.15642;0.003;0.118;0.158;0.004;0.158;0.004;0.118;0.158;0.005;0.15642;0.005
0.119;0.002;0.159;0.00202;0.15741;0.119;0.003;0.159;0.003;0.159;0.119;0.003;0.158;0.00303;0.15958;0.119;0.004;0.158;0.00396;0.15642;0.119;0.005;0.158;0.005;0.15642;0.119;0.159;0.002;0.15741;0.00202;0.119;0.159;0.003;0.159;0.003;0.119;0.158;0.003;0.15642;0.00297;0.119;0.158;0.004;0.158;0.00404;0.119;0.158;0.005;0.158;0.005
0.12;0.002;0.159;0.00202;0.16059;0.12;0.003;0.159;0.00303;0.159;0.12;0.003;0.158;0.00297;0.15958;0.12;0.004;0.158;0.004;0.15958;0.12;0.005;0.158;0.00505;0.158;0.12;0.159;0.002;0.159;0.00198;0.12;0.159;0.003;0.15741;0.003;0.12;0.158;0.003;0.15958;0.00303;0.12;0.158;0.004;0.15958;0.004;0.12;0.158;0.005;0.15642;0.00505
0.121;0.002;0.159;0.00202;0.159;0.121;0.003;0.159;0.00303;0.15741;0.121;0.003;0.158;0.00303;0.15642;0.121;0.004;0.158;0.00404;0.15958;0.121;0.005;0.158;0.00505;0.15642;0.121;0.159;0.002;0.159;0.00198;0.121;0.159;0.003;0.15741;0.00297;0.121;0.158;0.003;0.15642;0.00303;0.121;0.158;0.004;0.15642;0.00404;0.121;0.158;0.005;0.158;0.005
0.122;0.002;0.159;0.00202;0.16059;0.122;0.003;0.159;0.00297;0.15741;0.122;0.003;0.158;0.003;0.15642;0.122;0.004;0.158;0.00404;0.158;0.122;0.005;0.158;0.005;0.158;0.122;0.159;0.002;0.15741;0.00202;0.122;0.159;0.003;0.16059;0.00297;0.122;0.158;0.003;0.15958;0.00303;0.122;0.158;0.004;0.15642;0.00404;0.122;0.158;0.005;0.15958;0.005
0.123;0.002;0.159;0.002;0.15741;0.123;0.003;0.159;0.00303;0.15741;0.123;0.003;0.158;0.00297;0.158;0.123;0.004;0.158;0.004;0.15958;0.123;0.005;0.158;0.00495;0.15642;0.123;0.159;0.002;0.15741;0.00198;0.123;0.159;0.003;0.16059;0.00297;0.123;0.158;0.003;0.158;0.00297;0.123;0.158;0.004;0.15642;0.00396;0.123;0.158;0.005;0.15642;0.00505
0.124;0.002;0.159;0.00202;0.16059;0.124;0.003;0.159;0.00303;0.16059;0.124;0.003;0.158;0.003;0.15642;0.124;0.004;0.158;0.004;0.15642;0.124;0.005;0.158;0.00495;0.15958;0.124;0.159;0.002;0.15741;0.00202;0.124;0.159;0.003;0.159;0.003;0.124;0.158;0.003;0.15642;0.003;0.124;0.158;0.004;0.15642;0.00404;0.124;0.158;0.005;0.15958;0.00505
0.125;0.002;0.159;0.00198;0.16059;0.125;0.003;0.159;0.00297;0.16059;0.125;0.003;0.158;0.00303;0.15958;0.125;0.004;0.158;0.00396;0.158;0.125;0.005;0.158;0.005;0.15642;0.125;0.159;0.002;0.15741;0.00198;0.125;0.159;0.003;0.16059;0.003;0.125;0.158;0.003;0.15958;0.00297;0.125;0.158;0.004;0.15958;0.00404;0.125;0.158;0.005;0.158;0.005
0.126;0.002;0.159;0.002;0.159;0.126;0.003;0.159;0.00303;0.159;0.126;0.003;0.158;0.00297;0.158;0.126;0.004;0.158;0.00404;0.15958;0.126;0.005;0.158;0.00505;0.15642;0.126;0.159;0.002;0.15741;0.002;0.126;0.159;0.003;0.159;0.00303;0.126;0.158;0.003;0.158;0.00297;0.126;0.158;0.004;0.15958;0.00396;0.126;0.158;0.005;0.15642;0.00495
